STN,YYYYMMDD,TG,SP,DR
  249,20240420,   68,   51,   10
  249,20240421,   62,   77,    5
  249,20240422,   49,   52,    2
  249,20240423,   50,   54,   19
  249,20240424,   55,   34,   29
  249,20240425,   58,   10,   54
  249,20240426,   68,   62,    7
  249,20240427,  106,   14,   17
  249,20240428,  119,   14,    7
  249,20240429,  126,   87,    0
  249,20240430,  148,   32,    0
  249,20240501,  168,   86,   14
  249,20240502,  175,   90,    0
  249,20240503,  114,    0,   30
  249,20240504,  119,   40,   56
  249,20240505,  120,   62,   35
  249,20240506,  129,   64,    0
  249,20240507,  128,   84,    0
  249,20240508,  117,   18,    0
  249,20240509,  118,   51,    0
  249,20240510,  134,   65,    0
  249,20240511,  156,   79,    0
  249,20240512,  188,   94,    0
  249,20240513,  191,   58,    6
  249,20240514,  198,   73,    0
  249,20240515,  161,   45,   29
  249,20240516,  163,   34,   16
  249,20240517,  152,    9,    2
  249,20240518,  177,   80,    0
  249,20240519,  166,   91,    0
  249,20240520,  158,   22,   15
  249,20240521,  172,   51,   54
  249,20240522,  150,   21,   40
  249,20240523,  149,   52,    0
  249,20240524,  157,   30,   48
  249,20240525,  151,   30,   53
  249,20240526,  157,   25,    9
  249,20240527,  145,   55,    0
  249,20240528,  145,   40,   52
  249,20240529,  145,   31,   53
  249,20240530,  142,   26,   10
  249,20240531,  153,   38,   26
  251,20231201,   -5,   76,   22
  251,20231202,    9,   39,   34
  251,20231203,   13,   46,   29
  251,20231204,   12,   15,   27
  251,20231205,   21,    0,   61
  251,20231206,   47,    3,    3
  251,20231207,   14,   67,    0
  251,20231208,   30,    0,   28
  251,20231209,   63,    0,   58
  251,20231210,   81,   18,   77
  251,20231211,   81,   34,   51
  251,20231212,   59,   16,   40
  251,20231213,   63,    3,   10
  251,20231214,   56,   33,   13
  251,20231215,   71,   64,    0
  251,20231216,   87,    0,    0
  251,20231217,   91,   59,    0
  251,20231218,   92,    3,   13
  251,20231219,   88,    0,  136
  251,20231220,   85,   13,   50
  251,20231221,   92,   32,   23
  251,20231222,   75,    5,   22
  251,20231223,   82,    0,  137
  251,20231224,  108,    0,   30
  251,20231225,   95,    0,   53
  251,20231226,   73,   43,    0
  251,20231227,   63,    0,   47
  251,20231228,   98,    0,    9
  251,20231229,   86,   33,    8
  251,20231230,   77,   25,    4
  251,20231231,   79,   20,   51
  251,20240101,   75,   13,   53
  251,20240102,   83,    3,  165
  251,20240103,   78,   16,   48
  251,20240104,   45,    0,    5
  251,20240105,   39,    0,   52
  251,20240106,   29,    0,   65
  251,20240107,   13,   45,    8
  251,20240108,    2,   42,    0
  251,20240109,   -9,   87,    0
  251,20240110,   -7,   87,    0
  251,20240111,   33,   13,    0
  251,20240112,   52,    4,   12
  251,20240113,   57,   28,   13
  251,20240114,   47,   51,   10
  251,20240115,   31,   21,   29
  251,20240116,   23,   33,   27
  251,20240117,   23,    2,   50
  251,20240118,   29,   65,    7
  251,20240119,   40,   82,    5
  251,20240120,   36,   11,    0
  251,20240121,   33,    0,   18
  251,20240122,   77,   79,   28
  251,20240123,   69,   38,   57
  251,20240124,   87,   71,    5
  251,20240125,   63,   18,    2
  251,20240126,   73,   50,   25
  251,20240127,   54,   84,    0
  251,20240128,   47,   85,    0
  251,20240129,   57,    0,    0
  251,20240130,   65,    1,    7
  251,20240131,   56,    0,   21
  251,20240201,   63,   86,    0
  251,20240202,   75,   23,    0
  251,20240203,   83,   40,    0
  251,20240204,   83,   12,   24
  251,20240205,   86,   27,    0
  251,20240206,   83,    2,   68
  251,20240207,   40,   60,    0
  251,20240208,   19,    0,   83
  251,20240209,   63,   14,  103
  251,20240210,   80,   13,    1
  251,20240211,   73,    7,   59
  251,20240212,   64,   24,    0
  251,20240213,   68,   23,   46
  251,20240214,   86,    0,  107
  251,20240215,   95,    9,   42
  251,20240216,   89,   14,    9
  251,20240217,   76,   28,    0
  251,20240218,   83,    0,  178
  251,20240219,   80,   13,   14
  251,20240220,   80,    0,    6
  251,20240221,   84,    0,   80
  251,20240222,   88,   20,   35
  251,20240223,   63,   32,   24
  251,20240224,   56,   35,   10
  251,20240225,   51,   74,   14
  251,20240226,   57,    5,    0
  251,20240227,   57,   53,    0
  251,20240228,   72,   37,    6
  251,20240229,   77,    0,   49
  251,20240301,   78,   46,    4
  251,20240302,   82,   88,    0
  251,20240303,   82,   31,    0
  251,20240304,   67,   18,    0
  251,20240305,   66,    0,   18
  251,20240306,   49,    7,   14
  251,20240307,   38,   14,    0
  251,20240308,   48,   90,    0
  251,20240309,   54,   79,    0
  251,20240310,   62,   43,    0
  251,20240311,   68,    0,    0
  251,20240312,   72,    5,    6
  251,20240313,   90,   12,   25
  251,20240314,  100,   78,    1
  251,20240315,  105,   39,    1
  251,20240316,   71,   59,    3
  251,20240317,   83,    3,   56
  251,20240318,   87,   47,   22
  251,20240319,  103,   20,    0
  251,20240320,  100,    0,   63
  251,20240321,   78,    4,    3
  251,20240322,   82,   14,   59
  251,20240323,   69,   74,   19
  251,20240324,   72,   38,   28
  251,20240325,   73,   66,   14
  251,20240326,   83,   52,    0
  251,20240327,   89,    9,    7
  251,20240328,   85,   24,   13
  251,20240329,  102,   71,    0
  251,20240330,   84,    0,   66
  251,20240331,   86,   22,   33
  251,20240401,   93,    3,    1
  251,20240402,   97,   61,    0
  251,20240403,  103,    5,   93
  251,20240404,   98,   11,   38
  251,20240405,  119,   38,   45
  251,20240406,  147,   53,    0
  251,20240407,  134,   84,   17
  251,20240408,  134,   39,    0
  251,20240409,  109,    9,   11
  251,20240410,  107,   75,    0
  251,20240411,  126,   22,   20
  251,20240412,  124,   53,    0
  251,20240413,  130,   54,    0
  251,20240414,   94,   76,    0
  251,20240415,   82,   30,   43
  251,20240416,   85,   56,   25
  251,20240417,   65,   33,   29
  251,20240418,   76,   25,   49
  251,20240419,   83,   36,   49
  251,20240420,   71,   40,   22
  251,20240421,   75,   66,    8
  251,20240422,   68,   64,    5
  251,20240423,   51,   40,   20
  251,20240424,   68,   43,   38
  251,20240425,   61,    9,   40
  251,20240426,   63,   41,   13
  251,20240427,   97,    9,   16
  251,20240428,  116,   21,    3
  251,20240429,  121,   93,    0
  251,20240430,  142,   31,    0
  251,20240501,  139,   73,    0
  251,20240502,  147,   92,    0
  251,20240503,  122,    3,    0
  251,20240504,  127,   56,   18
  251,20240505,  111,   37,   32
  251,20240506,  122,   82,    0
  251,20240507,  110,   27,    0
  251,20240508,  114,   47,    6
  251,20240509,  114,   52,    0
  251,20240510,  114,   48,    0
  251,20240511,  131,   79,    0
  251,20240512,  167,   92,    0
  251,20240513,  170,   59,    0
  251,20240514,  202,   91,    0
  251,20240515,  178,   77,    0
  251,20240516,  175,   41,   34
  251,20240517,  164,   45,   10
  251,20240518,  170,   81,    0
  251,20240519,  157,   87,    0
  251,20240520,  144,   13,   13
  251,20240521,  174,   74,    8
  251,20240522,  161,   22,   56
  251,20240523,  142,   23,    0
  251,20240524,  153,   50,   18
  251,20240525,  153,   13,   78
  251,20240526,  163,   44,   22
  251,20240527,  145,   67,    0
  251,20240528,  150,   60,   61
  251,20240529,  146,   30,   22
  251,20240530,  148,   58,    6
  251,20240531,  152,   31,   24
  257,20231201,  -12,   87,    0
  257,20231202,    7,   31,   45
  257,20231203,   13,   34,   42
  257,20231204,   22,   10,   34
  257,20231205,   16,    0,   44
  257,20231206,   38,   48,   10
  257,20231207,    9,   11,    0
  257,20231208,   61,    0,   22
  257,20231209,   85,    0,   65
  257,20231210,   97,   18,   62
  257,20231211,   92,    6,   23
  257,20231212,   84,    0,   44
  257,20231213,   77,   27,   57
  257,20231214,   63,   18,    5
  257,20231215,   92,    0,    0
  257,20231216,   94,    0,    0
  257,20231217,   90,   33,    0
  257,20231218,   88,    0,    8
  257,20231219,   86,    0,  180
  257,20231220,   90,   10,   28
  257,20231221,   96,   26,   23
  257,20231222,   90,    0,   23
  257,20231223,   99,   21,   20
  257,20231224,  106,    0,   69
  257,20231225,  102,   25,   69
  257,20231226,   77,   14,   12
  257,20231227,   76,    0,   27
  257,20231228,  104,   25,    2
  257,20231229,   95,    3,   14
  257,20231230,   90,   10,    0
  257,20231231,   87,    5,   73
  257,20240101,   84,   36,   46
  257,20240102,  101,    0,  124
  257,20240103,   92,    9,   63
  257,20240104,   73,    0,   76
  257,20240105,   69,    4,   28
  257,20240106,   31,   23,    3
  257,20240107,   -1,   44,    0
  257,20240108,  -12,   23,    0
  257,20240109,  -22,   84,    0
  257,20240110,  -24,   87,    0
  257,20240111,   15,    0,    0
  257,20240112,   48,   10,   25
  257,20240113,   54,    0,   36
  257,20240114,   50,    4,   39
  257,20240115,   34,   34,   37
  257,20240116,   27,   46,   20
  257,20240117,    7,    4,    0
  257,20240118,   25,   72,   22
  257,20240119,   45,   82,    4
  257,20240120,   30,   25,    0
  257,20240121,   51,    0,   10
  257,20240122,   86,   68,   28
  257,20240123,   80,   38,   63
  257,20240124,   89,   40,    2
  257,20240125,   76,    6,   18
  257,20240126,   81,   58,   27
  257,20240127,   60,   78,    0
  257,20240128,   60,   80,    0
  257,20240129,   87,   55,    0
  257,20240130,   79,    1,    9
  257,20240131,   68,    0,   22
  257,20240201,   69,   87,    3
  257,20240202,   75,    3,    0
  257,20240203,   86,   28,   11
  257,20240204,   86,    0,    0
  257,20240205,   83,    1,    0
  257,20240206,   85,   35,   74
  257,20240207,   38,   35,   20
  257,20240208,   19,    0,  119
  257,20240209,  106,   13,   72
  257,20240210,  104,   18,   19
  257,20240211,   82,    6,   64
  257,20240212,   72,   27,    0
  257,20240213,   75,   51,   49
  257,20240214,   92,    0,   44
  257,20240215,  134,   16,   39
  257,20240216,  101,    5,   20
  257,20240217,   94,    5,    0
  257,20240218,   92,    0,  178
  257,20240219,   83,    7,   12
  257,20240220,   84,   11,    0
  257,20240221,   92,    0,   66
  257,20240222,   91,    8,   77
  257,20240223,   64,   37,   32
  257,20240224,   48,   16,   74
  257,20240225,   59,   23,   26
  257,20240226,   51,    7,    0
  257,20240227,   43,   86,    0
  257,20240228,   83,   23,    4
  257,20240229,   88,    0,   73
  257,20240301,   75,   36,   25
  257,20240302,   92,   60,   17
  257,20240303,  102,   22,    0
  257,20240304,   63,   60,    0
  257,20240305,   55,    0,   68
  257,20240306,   69,   16,    0
  257,20240307,   52,   70,    0
  257,20240308,   52,   91,    0
  257,20240309,   77,   62,    0
  257,20240310,   80,    8,    0
  257,20240311,   68,    0,   60
  257,20240312,   85,   22,   15
  257,20240313,  101,    3,    0
  257,20240314,  132,   75,    0
  257,20240315,  109,   52,    0
  257,20240316,   69,   32,    9
  257,20240317,  101,    3,   55
  257,20240318,   98,   54,    0
  257,20240319,  112,   38,    2
  257,20240320,  106,   12,   10
  257,20240321,   86,    7,    0
  257,20240322,   92,    0,    9
  257,20240323,   76,   60,   15
  257,20240324,   72,   17,   42
  257,20240325,   83,   34,    0
  257,20240326,   89,   42,    6
  257,20240327,  102,   36,    9
  257,20240328,   93,   32,   19
  257,20240329,  116,   63,    0
  257,20240330,   82,    7,   99
  257,20240331,   91,   10,   42
  257,20240401,   99,   32,    0
  257,20240402,  101,   21,    8
  257,20240403,  108,   18,   64
  257,20240404,  109,   46,   51
  257,20240405,  127,   50,   28
  257,20240406,  179,   45,    0
  257,20240407,  137,   79,   13
  257,20240408,  146,   35,    2
  257,20240409,  110,    7,    3
  257,20240410,  112,   76,    0
  257,20240411,  120,    0,    0
  257,20240412,  129,   60,    0
  257,20240413,  138,   73,    0
  257,20240414,  104,   69,    0
  257,20240415,   86,   28,   54
  257,20240416,   85,   38,   57
  257,20240417,   62,   40,   21
  257,20240418,   76,   50,   28
  257,20240419,   86,   35,   82
  257,20240420,   73,   34,   19
  257,20240421,   67,   71,   15
  257,20240422,   56,   52,    2
  257,20240423,   53,   51,   12
  257,20240424,   71,   41,   24
  257,20240425,   68,   12,   38
  257,20240426,   74,   83,    5
  257,20240427,  107,    8,   36
  257,20240428,  125,   14,    0
  257,20240429,  128,   88,    0
  257,20240430,  160,   32,    0
  257,20240501,  158,   84,   13
  257,20240502,  166,   75,    0
  257,20240503,  114,    3,   55
  257,20240504,  123,   32,   65
  257,20240505,  114,   74,   38
  257,20240506,  141,   58,    0
  257,20240507,  128,   82,    0
  257,20240508,  107,   21,    3
  257,20240509,  104,   64,    0
  257,20240510,  133,   79,    0
  257,20240511,  160,   72,    0
  257,20240512,  196,   87,    0
  257,20240513,  182,   63,    0
  257,20240514,  193,   64,   25
  257,20240515,  135,   28,   67
  257,20240516,  148,   31,    7
  257,20240517,  134,    1,    0
  257,20240518,  161,   72,    0
  257,20240519,  149,   79,    0
  257,20240520,  150,   18,   17
  257,20240521,  175,   44,   57
  257,20240522,  151,   42,   33
  257,20240523,  150,   56,    0
  257,20240524,  144,   19,   74
  257,20240525,  141,   12,   90
  257,20240526,  159,   30,   26
  257,20240527,  146,   61,    0
  257,20240528,  147,   36,   54
  257,20240529,  150,   46,   46
  257,20240530,  141,   18,    7
  257,20240531,  150,   41,   14
  258,20231201,     ,     ,     
  258,20231202,     ,     ,     
  258,20231203,     ,     ,     
  258,20231204,     ,     ,     
  258,20231205,     ,     ,     
  258,20231206,     ,     ,     
  258,20231207,     ,     ,     
  258,20231208,     ,     ,     
  258,20231209,     ,     ,     
  258,20231210,     ,     ,     
  258,20231211,     ,     ,     
  258,20231212,     ,     ,     
  258,20231213,     ,     ,     
  258,20231214,     ,     ,     
  258,20231215,     ,     ,     
  258,20231216,     ,     ,     
  258,20231217,     ,     ,     
  258,20231218,     ,     ,     
  258,20231219,     ,     ,     
  258,20231220,     ,     ,     
  258,20231221,     ,     ,     
  258,20231222,     ,     ,     
  258,20231223,     ,     ,     
  258,20231224,     ,     ,     
  258,20231225,     ,     ,     
  258,20231226,     ,     ,     
  258,20231227,     ,     ,     
  258,20231228,     ,     ,     
  258,20231229,     ,     ,     
  258,20231230,     ,     ,     
  258,20231231,     ,     ,     
  258,20240101,     ,     ,     
  258,20240102,     ,     ,     
  258,20240103,     ,     ,     
  258,20240104,     ,     ,     
  258,20240105,     ,     ,     
  258,20240106,     ,     ,     
  258,20240107,     ,     ,     
  258,20240108,     ,     ,     
  258,20240109,     ,     ,     
  258,20240110,     ,     ,     
  258,20240111,     ,     ,     
  258,20240112,     ,     ,     
  258,20240113,     ,     ,     
  258,20240114,     ,     ,     
  258,20240115,     ,     ,     
  258,20240116,     ,     ,     
  258,20240117,     ,     ,     
  258,20240118,     ,     ,     
  258,20240119,     ,     ,     
  258,20240120,     ,     ,     
  258,20240121,     ,     ,     
  258,20240122,     ,     ,     
  258,20240123,     ,     ,     
  258,20240124,     ,     ,     
  258,20240125,     ,     ,     
  258,20240126,     ,     ,     
  258,20240127,     ,     ,     
  258,20240128,     ,     ,     
  258,20240129,     ,     ,     
  258,20240130,     ,     ,     
  258,20240131,     ,     ,     
  258,20240201,     ,     ,     
  258,20240202,     ,     ,     
  258,20240203,     ,     ,     
  258,20240204,     ,     ,     
  258,20240205,     ,     ,     
  258,20240206,     ,     ,     
  258,20240207,     ,     ,     
  258,20240208,     ,     ,     
  258,20240209,     ,     ,     
  258,20240210,     ,     ,     
  258,20240211,     ,     ,     
  258,20240212,     ,     ,     
  258,20240213,     ,     ,     
  258,20240214,     ,     ,     
  258,20240215,     ,     ,     
  258,20240216,     ,     ,     
  258,20240217,     ,     ,     
  258,20240218,     ,     ,     
  258,20240219,     ,     ,     
  258,20240220,     ,     ,     
  258,20240221,     ,     ,     
  258,20240222,     ,     ,     
  258,20240223,     ,     ,     
  258,20240224,     ,     ,     
  258,20240225,     ,     ,     
  258,20240226,     ,     ,     
  258,20240227,     ,     ,     
  258,20240228,     ,     ,     
  258,20240229,     ,     ,     
  258,20240301,     ,     ,     
  258,20240302,     ,     ,     
  258,20240303,     ,     ,     
  258,20240304,     ,     ,     
  258,20240305,     ,     ,     
  258,20240306,     ,     ,     
  258,20240307,     ,     ,     
  258,20240308,     ,     ,     
  258,20240309,     ,     ,     
  258,20240310,     ,     ,     
  258,20240311,     ,     ,     
  258,20240312,     ,     ,     
  258,20240313,     ,     ,     
  258,20240314,     ,     ,     
  258,20240315,     ,     ,     
  258,20240316,     ,     ,     
  258,20240317,     ,     ,     
  258,20240318,     ,     ,     
  258,20240319,     ,     ,     
  258,20240320,     ,     ,     
  258,20240321,     ,     ,     
  258,20240322,     ,     ,     
  258,20240323,     ,     ,     
  258,20240324,     ,     ,     
  258,20240325,     ,     ,     
  258,20240326,     ,     ,     
  258,20240327,     ,     ,     
  258,20240328,     ,     ,     
  258,20240329,     ,     ,     
  258,20240330,     ,     ,     
  258,20240331,     ,     ,     
  258,20240401,     ,     ,     
  258,20240402,     ,     ,     
  258,20240403,     ,     ,     
  258,20240404,     ,     ,     
  258,20240405,     ,     ,     
  258,20240406,     ,     ,     
  258,20240407,     ,     ,     
  258,20240408,     ,     ,     
  258,20240409,     ,     ,     
  258,20240410,     ,     ,     
  258,20240411,     ,     ,     
  258,20240412,     ,     ,     
  258,20240413,     ,     ,     
  258,20240414,     ,     ,     
  258,20240415,     ,     ,     
  258,20240416,     ,     ,     
  258,20240417,     ,     ,     
  258,20240418,     ,     ,     
  258,20240419,     ,     ,     
  258,20240420,     ,     ,     
  258,20240421,     ,     ,     
  258,20240422,     ,     ,     
  258,20240423,     ,     ,     
  258,20240424,     ,     ,     
  258,20240425,     ,     ,     
  258,20240426,     ,     ,     
  258,20240427,     ,     ,     
  258,20240428,     ,     ,     
  258,20240429,     ,     ,     
  258,20240430,     ,     ,     
  258,20240501,     ,     ,     
  258,20240502,     ,     ,     
  258,20240503,     ,     ,     
  258,20240504,     ,     ,     
  258,20240505,     ,     ,     
  258,20240506,     ,     ,     
  258,20240507,     ,     ,     
  258,20240508,     ,     ,     
  258,20240509,     ,     ,     
  258,20240510,     ,     ,     
  258,20240511,     ,     ,     
  258,20240512,     ,     ,     
  258,20240513,     ,     ,     
  258,20240514,     ,     ,     
  258,20240515,     ,     ,     
  258,20240516,     ,     ,     
  258,20240517,     ,     ,     
  258,20240518,     ,     ,     
  258,20240519,     ,     ,     
  258,20240520,     ,     ,     
  258,20240521,     ,     ,     
  258,20240522,     ,     ,     
  258,20240523,     ,     ,     
  258,20240524,     ,     ,     
  258,20240525,     ,     ,     
  258,20240526,     ,     ,     
  258,20240527,     ,     ,     
  258,20240528,     ,     ,     
  258,20240529,     ,     ,     
  258,20240530,     ,     ,     
  258,20240531,     ,     ,     
  260,20231201,  -12,   47,    0
  260,20231202,   -4,   28,    0
  260,20231203,    8,   39,   35
  260,20231204,   18,    0,   57
  260,20231205,   18,    0,   56
  260,20231206,   25,   35,    7
  260,20231207,    3,    0,    0
  260,20231208,   54,    0,   17
  260,20231209,   81,    0,   72
  260,20231210,   97,   13,   71
  260,20231211,   92,    0,   48
  260,20231212,   80,    3,   45
  260,20231213,   82,    0,   25
  260,20231214,   56,   21,    0
  260,20231215,   84,    0,    0
  260,20231216,   87,   10,    0
  260,20231217,   86,   40,    0
  260,20231218,   75,    0,    0
  260,20231219,   79,    0,  140
  260,20231220,   86,    9,   40
  260,20231221,   98,    4,   42
  260,20231222,   90,    0,   35
  260,20231223,  103,    0,   24
  260,20231224,  116,    0,  121
  260,20231225,  116,    5,   83
  260,20231226,   76,   27,   20
  260,20231227,   70,    0,   40
  260,20231228,  109,    5,    9
  260,20231229,   93,    5,   18
  260,20231230,   81,   24,    0
  260,20231231,   88,   15,   30
  260,20240101,   74,    6,   83
  260,20240102,  105,    0,  138
  260,20240103,   94,    3,   65
  260,20240104,   76,    6,   66
  260,20240105,   70,    0,   62
  260,20240106,   32,    0,    0
  260,20240107,   -2,   53,    0
  260,20240108,  -18,   31,    0
  260,20240109,  -32,   87,    0
  260,20240110,  -32,   87,    0
  260,20240111,  -19,   20,    0
  260,20240112,   33,    2,    0
  260,20240113,   35,    0,   16
  260,20240114,   28,    0,   42
  260,20240115,   16,   24,   35
  260,20240116,    8,   57,   18
  260,20240117,  -15,    0,    0
  260,20240118,  -17,   79,    0
  260,20240119,   15,   65,    4
  260,20240120,   -4,   58,    0
  260,20240121,   37,    0,    5
  260,20240122,   96,   58,   49
  260,20240123,   84,   42,   66
  260,20240124,  104,   30,   16
  260,20240125,   70,    2,   31
  260,20240126,   81,   37,   30
  260,20240127,   38,   86,    0
  260,20240128,   39,   81,    0
  260,20240129,   65,   51,    0
  260,20240130,   79,    3,   18
  260,20240131,   66,    2,   16
  260,20240201,   65,   66,   18
  260,20240202,   76,    2,    0
  260,20240203,  101,    0,   10
  260,20240204,  106,    0,    4
  260,20240205,   96,    0,   10
  260,20240206,  106,    0,   60
  260,20240207,   41,   31,   44
  260,20240208,   28,    0,  130
  260,20240209,  108,   10,   64
  260,20240210,  103,   15,   16
  260,20240211,   87,    7,   42
  260,20240212,   68,   41,    1
  260,20240213,   67,   23,   39
  260,20240214,  112,    0,  101
  260,20240215,  128,   23,   42
  260,20240216,  109,    2,   18
  260,20240217,  106,   10,    0
  260,20240218,   94,    0,  159
  260,20240219,   87,    7,   17
  260,20240220,   87,   20,    0
  260,20240221,   93,    0,   84
  260,20240222,   97,    7,   71
  260,20240223,   61,    9,   39
  260,20240224,   50,   10,   31
  260,20240225,   64,   26,   18
  260,20240226,   50,    0,   51
  260,20240227,   43,   72,    0
  260,20240228,   59,    5,    0
  260,20240229,   81,    0,  168
  260,20240301,   82,   43,    8
  260,20240302,   96,   65,   13
  260,20240303,  111,   41,    0
  260,20240304,   75,   65,    0
  260,20240305,   57,    0,   39
  260,20240306,   67,   59,    0
  260,20240307,   51,   78,    0
  260,20240308,   54,   91,    0
  260,20240309,   82,   40,    0
  260,20240310,   93,   17,    0
  260,20240311,   69,    0,  121
  260,20240312,   84,    9,   49
  260,20240313,  110,    0,   37
  260,20240314,  130,   89,    0
  260,20240315,  130,   35,   16
  260,20240316,   75,   17,   21
  260,20240317,   94,    9,   69
  260,20240318,  111,   38,    0
  260,20240319,  115,   37,    0
  260,20240320,  120,   57,    0
  260,20240321,   95,    3,    0
  260,20240322,   94,    0,   57
  260,20240323,   69,   61,   14
  260,20240324,   64,   22,   93
  260,20240325,   73,   84,    0
  260,20240326,   87,   30,    0
  260,20240327,   96,   25,    6
  260,20240328,   91,   28,   30
  260,20240329,  109,   31,   15
  260,20240330,   86,    8,   28
  260,20240331,  105,   21,   30
  260,20240401,  100,   10,    0
  260,20240402,   97,   14,   20
  260,20240403,  110,   10,   60
  260,20240404,  120,   34,   66
  260,20240405,  134,   39,   28
  260,20240406,  180,   57,    0
  260,20240407,  168,   63,   26
  260,20240408,  153,   27,   10
  260,20240409,  114,   18,   33
  260,20240410,  117,   78,   12
  260,20240411,  132,    0,   19
  260,20240412,  161,   55,    0
  260,20240413,  171,   64,    0
  260,20240414,  116,   51,    0
  260,20240415,   80,   25,   55
  260,20240416,   82,   30,   39
  260,20240417,   58,   41,   48
  260,20240418,   75,   58,   23
  260,20240419,   82,   32,  113
  260,20240420,   73,   47,   25
  260,20240421,   62,   64,    8
  260,20240422,   55,   48,    3
  260,20240423,   55,   65,   13
  260,20240424,   57,   37,   30
  260,20240425,   61,   11,   86
  260,20240426,   88,   43,   22
  260,20240427,  118,   15,    5
  260,20240428,  123,   15,    4
  260,20240429,  125,   74,    0
  260,20240430,  162,   44,    0
  260,20240501,  190,   89,   10
  260,20240502,  181,   70,   43
  260,20240503,  112,   16,   53
  260,20240504,  112,   29,   63
  260,20240505,  122,   33,   18
  260,20240506,  142,   30,    0
  260,20240507,  148,   89,    0
  260,20240508,  128,    9,    0
  260,20240509,  132,   55,    0
  260,20240510,  151,   82,    0
  260,20240511,  168,   82,    0
  260,20240512,  199,   92,    0
  260,20240513,  192,   71,    0
  260,20240514,  195,   62,    6
  260,20240515,  164,   26,   63
  260,20240516,  166,   18,    2
  260,20240517,  154,    6,    8
  260,20240518,  170,   51,    0
  260,20240519,  177,   61,    0
  260,20240520,  157,   14,    9
  260,20240521,  169,   39,   61
  260,20240522,  156,   19,   19
  260,20240523,  153,   16,    0
  260,20240524,  145,    6,   75
  260,20240525,  150,   27,   42
  260,20240526,  149,   31,   13
  260,20240527,  142,   18,   34
  260,20240528,  141,   40,   67
  260,20240529,  145,   31,   65
  260,20240530,  145,   31,    6
  260,20240531,  156,   35,    4
  267,20231201,  -13,   88,    0
  267,20231202,   15,   23,    0
  267,20231203,   16,   29,   49
  267,20231204,   13,   14,   43
  267,20231205,    7,    9,   55
  267,20231206,   34,   37,   24
  267,20231207,    8,   26,    0
  267,20231208,   35,    0,   33
  267,20231209,   64,    0,   68
  267,20231210,   76,   30,  102
  267,20231211,   72,   34,   24
  267,20231212,   64,    0,   43
  267,20231213,   66,   10,   16
  267,20231214,   50,   35,    5
  267,20231215,   67,   14,    0
  267,20231216,   77,    0,    0
  267,20231217,   83,   42,    0
  267,20231218,   84,    0,   12
  267,20231219,   77,    0,  172
  267,20231220,   77,    5,   84
  267,20231221,   88,   20,   32
  267,20231222,   69,    0,   73
  267,20231223,   89,    0,   48
  267,20231224,  104,    0,   54
  267,20231225,   96,   13,   59
  267,20231226,   71,   13,    7
  267,20231227,   63,    0,   44
  267,20231228,  103,    0,    3
  267,20231229,   86,    7,   12
  267,20231230,   75,   39,    0
  267,20231231,   80,   13,   58
  267,20240101,   73,    9,   53
  267,20240102,   88,    3,  160
  267,20240103,   82,   21,   21
  267,20240104,   52,    3,   39
  267,20240105,   51,   15,   53
  267,20240106,   20,    0,    4
  267,20240107,   -6,   55,    0
  267,20240108,  -12,   37,    0
  267,20240109,  -28,   86,    0
  267,20240110,  -31,   86,    0
  267,20240111,   -1,    0,    0
  267,20240112,   32,   21,   17
  267,20240113,   39,    9,   36
  267,20240114,   35,   16,   11
  267,20240115,   23,   43,   29
  267,20240116,   13,   16,   10
  267,20240117,    2,    0,    0
  267,20240118,    4,   79,    2
  267,20240119,   19,   80,    8
  267,20240120,   12,   24,    0
  267,20240121,   29,    0,   14
  267,20240122,   74,   64,   48
  267,20240123,   65,   41,   54
  267,20240124,   81,   50,    0
  267,20240125,   57,   10,    8
  267,20240126,   67,   45,   34
  267,20240127,   44,   79,    0
  267,20240128,   38,   80,    0
  267,20240129,   51,   43,    0
  267,20240130,   61,    0,   11
  267,20240131,   56,    0,   22
  267,20240201,   54,   86,    3
  267,20240202,   69,   12,    0
  267,20240203,   82,   57,    0
  267,20240204,   80,    0,   21
  267,20240205,   84,    5,    0
  267,20240206,   86,    5,   87
  267,20240207,   39,   42,    5
  267,20240208,   14,    0,  115
  267,20240209,   76,   15,   76
  267,20240210,   96,   13,    2
  267,20240211,   81,   16,   37
  267,20240212,   65,   43,    1
  267,20240213,   67,   18,   45
  267,20240214,   94,    0,   75
  267,20240215,  105,   10,   19
  267,20240216,   87,    0,   17
  267,20240217,   78,    6,    0
  267,20240218,   82,    0,  178
  267,20240219,   79,    2,    3
  267,20240220,   81,    0,    3
  267,20240221,   85,    0,   96
  267,20240222,   89,   17,   69
  267,20240223,   62,   27,   19
  267,20240224,   53,    8,   32
  267,20240225,   57,   22,   36
  267,20240226,   43,    7,    0
  267,20240227,   44,   70,    0
  267,20240228,   67,   14,    0
  267,20240229,   75,    0,  105
  267,20240301,   75,   48,    5
  267,20240302,   85,   79,    0
  267,20240303,   90,   27,    0
  267,20240304,   69,   33,    0
  267,20240305,   72,    0,    7
  267,20240306,   62,   42,    0
  267,20240307,   40,   61,    0
  267,20240308,   42,   89,    0
  267,20240309,   60,   77,    0
  267,20240310,   72,   31,    0
  267,20240311,   67,    0,   19
  267,20240312,   75,    7,   13
  267,20240313,   98,    1,    6
  267,20240314,  109,   69,    0
  267,20240315,  112,   41,    0
  267,20240316,   68,   28,    4
  267,20240317,   82,   11,   41
  267,20240318,   94,   52,    3
