STN,YYYYMMDD,TG,SP,DR
  235,20240109,  -11,   86,    0
  235,20240110,   -6,   86,    0
  235,20240111,   28,    0,    0
  235,20240112,   50,    5,   14
  235,20240113,   55,    7,   17
  235,20240114,   49,   14,   42
  235,20240115,   32,   27,   19
  235,20240116,   30,   25,   10
  235,20240117,   21,    0,   12
  235,20240118,   24,   68,    2
  235,20240119,   43,   82,    0
  235,20240120,   37,   23,    0
  235,20240121,   50,    0,   13
  235,20240122,   85,   81,   38
  235,20240123,   78,   35,   54
  235,20240124,   88,   45,    0
  235,20240125,   72,    7,   10
  235,20240126,   78,   46,   27
  235,20240127,   55,   82,    0
  235,20240128,   46,   88,    0
  235,20240129,   65,   33,    0
  235,20240130,   76,    0,   14
  235,20240131,   66,    0,   25
  235,20240201,   67,   86,    0
  235,20240202,   77,   15,    0
  235,20240203,   89,   66,    0
  235,20240204,   86,    0,    0
  235,20240205,   86,   36,    0
  235,20240206,   85,    9,   81
  235,20240207,   43,   44,    0
  235,20240208,   21,    0,  115
  235,20240209,   90,   12,   91
  235,20240210,   97,   12,    5
  235,20240211,   82,   17,   50
  235,20240212,   70,   43,    0
  235,20240213,   74,   16,   68
  235,20240214,   94,    0,   37
  235,20240215,  123,   19,   19
  235,20240216,   96,   12,   15
  235,20240217,   87,    8,   20
  235,20240218,   90,    0,  176
  235,20240219,   83,    9,    7
  235,20240220,   84,    8,   10
  235,20240221,   90,    0,   81
  235,20240222,   91,   10,   55
  235,20240223,   62,   27,   30
  235,20240224,   42,   41,   37
  235,20240225,   56,   19,   40
  235,20240226,   58,   13,    0
  235,20240227,   55,   52,    0
  235,20240228,   80,   14,    8
  235,20240229,   91,    0,   40
  235,20240301,   76,   44,   24
  235,20240302,   85,   77,    7
  235,20240303,   92,   20,    0
  235,20240304,   70,   63,    0
  235,20240305,   71,    7,   20
  235,20240306,   73,   30,    0
  235,20240307,   55,   53,    0
  235,20240308,   54,   91,    0
  235,20240309,   70,   78,    0
  235,20240310,   72,    8,    0
  235,20240311,   67,    0,   15
  235,20240312,   82,   17,    9
  235,20240313,  102,    8,    9
  235,20240314,  121,   69,    0
  235,20240315,  110,   56,    0
  235,20240316,   70,   24,    3
  235,20240317,   93,    5,   67
  235,20240318,   96,   64,    0
  235,20240319,  105,   32,    0
  235,20240320,  100,   13,   41
  235,20240321,   81,    5,    4
  235,20240322,   89,    0,   37
  235,20240323,   71,   55,   30
  235,20240324,   74,   26,   34
  235,20240325,   81,   61,    0
  235,20240326,   90,   59,    0
  235,20240327,   96,   36,    0
  235,20240328,   90,   28,   17
  235,20240329,  108,   66,    0
  235,20240330,   82,    4,   95
  235,20240331,   95,   20,   27
  235,20240401,   92,   27,    0
  235,20240402,   99,   35,    1
  235,20240403,  106,    8,   73
  235,20240404,  105,   27,   53
  235,20240405,  124,   45,   34
  235,20240406,  166,   53,    0
  235,20240407,  130,   86,   18
  235,20240408,  135,   33,    3
  235,20240409,  107,    6,    4
  235,20240410,  107,   76,    0
  235,20240411,  123,   39,    8
  235,20240412,  125,   63,    0
  235,20240413,  135,   72,    0
  235,20240414,   97,   82,    0
  235,20240415,   83,   24,   62
  235,20240416,   85,   40,   25
  235,20240417,   66,   36,   34
  235,20240418,   79,   40,   34
  235,20240419,   86,   32,   41
  235,20240420,   74,   49,   11
  235,20240421,   77,   77,    7
  235,20240422,   70,   56,    2
  235,20240423,   56,   44,   26
  235,20240424,   66,   28,   34
  235,20240425,   60,   14,   32
  235,20240426,   72,   70,   13
  235,20240427,  104,   14,   36
  235,20240428,  119,   15,   10
  235,20240429,  122,   92,    0
  235,20240430,  155,   36,    0
  235,20240501,  153,   83,   14
  235,20240502,  154,   93,    0
  235,20240503,  112,    0,    8
  235,20240504,  120,   49,    7
  235,20240505,  117,   62,   47
  235,20240506,  139,   83,    0
  235,20240507,  127,   68,    0
  235,20240508,  117,   13,    0
  235,20240509,  113,   56,    0
  235,20240510,  126,   67,    0
  235,20240511,  147,   63,    0
  235,20240512,  187,   93,    0
  235,20240513,  185,   66,    4
  235,20240514,  199,   75,    0
  235,20240515,  158,   61,    2
  235,20240516,  167,   34,   22
  235,20240517,  149,   26,    0
  235,20240518,  188,   73,    0
  235,20240519,  169,   89,    0
  235,20240520,  156,   22,   10
  235,20240521,  177,   60,   41
  235,20240522,  149,   40,   39
  235,20240523,  142,   33,    0
  235,20240524,  152,   28,   35
  235,20240525,  154,   15,   49
  235,20240526,  156,   34,   21
  235,20240527,  141,   68,    2
  235,20240528,  145,   55,   41
  235,20240529,  147,   50,   43
  235,20240530,  143,   32,   11
  235,20240531,  151,   33,   16
  240,20231201,   -9,   74,    0
  240,20231202,   -5,   30,    7
  240,20231203,    7,   29,   59
  240,20231204,   20,   11,   33
  240,20231205,   19,    0,    2
  240,20231206,   23,   29,   10
  240,20231207,    6,    0,    0
  240,20231208,   54,    0,   29
  240,20231209,   81,    0,   70
  240,20231210,   96,   18,   71
  240,20231211,   93,    4,   18
  240,20231212,   79,    0,   47
  240,20231213,   78,    0,   31
  240,20231214,   58,   35,    1
  240,20231215,   87,    3,    0
  240,20231216,   89,    0,    0
  240,20231217,   90,   45,    0
  240,20231218,   82,    3,    4
  240,20231219,   86,    0,  167
  240,20231220,   89,    9,   31
  240,20231221,   97,   20,   22
  240,20231222,   90,    0,   30
  240,20231223,  102,    7,   26
  240,20231224,  116,    0,   79
  240,20231225,  113,   13,   74
  240,20231226,   75,   13,    8
  240,20231227,   74,    0,   28
  240,20231228,  107,   18,   10
  240,20231229,   95,    5,   43
  240,20231230,   84,    9,    0
  240,20231231,   86,   13,   58
  240,20240101,   79,   26,   57
  240,20240102,  106,    0,  118
  240,20240103,   95,    5,   67
  240,20240104,   74,    9,   82
  240,20240105,   70,    0,   48
  240,20240106,   35,    3,    0
  240,20240107,    5,   53,    0
  240,20240108,   -8,   25,    0
  240,20240109,  -22,   88,    0
  240,20240110,  -20,   87,    0
  240,20240111,    5,    4,    0
  240,20240112,   40,   11,    2
  240,20240113,   48,    2,   25
  240,20240114,   42,    0,   27
  240,20240115,   23,   27,   27
  240,20240116,   10,   72,   17
  240,20240117,   -8,    0,    0
  240,20240118,   -3,   62,    9
  240,20240119,   17,   81,    3
  240,20240120,    4,   57,    0
  240,20240121,   40,    2,    4
  240,20240122,   96,   62,   24
  240,20240123,   85,   42,   58
  240,20240124,   99,   43,    0
  240,20240125,   70,    2,   28
  240,20240126,   79,   63,   26
  240,20240127,   38,   84,    0
  240,20240128,   41,   89,    0
  240,20240129,   63,   55,    0
  240,20240130,   76,    0,   23
  240,20240131,   69,    0,   19
  240,20240201,   63,   86,    6
  240,20240202,   81,   12,    0
  240,20240203,  102,   25,   18
  240,20240204,   99,    0,    4
  240,20240205,   96,    4,    0
  240,20240206,  106,   12,   69
  240,20240207,   46,   27,   34
  240,20240208,   31,    0,  127
  240,20240209,  107,    6,   57
  240,20240210,  104,   10,    4
  240,20240211,   89,    0,   62
  240,20240212,   66,   48,    0
  240,20240213,   70,   42,   37
  240,20240214,  112,    0,   77
  240,20240215,  128,   19,   43
  240,20240216,  105,    0,   15
  240,20240217,   99,    2,    2
  240,20240218,   93,    0,  169
  240,20240219,   84,    8,    9
  240,20240220,   88,    9,    0
  240,20240221,   94,    0,   94
  240,20240222,   96,   11,   82
  240,20240223,   61,   12,   25
  240,20240224,   47,   16,   49
  240,20240225,   64,   32,    6
  240,20240226,   55,   19,    0
  240,20240227,   48,   78,    0
  240,20240228,   71,    1,    0
  240,20240229,   83,    0,  116
  240,20240301,   76,   39,   33
  240,20240302,   90,   61,   13
  240,20240303,  104,   26,    0
  240,20240304,   72,   54,    0
  240,20240305,   64,    0,   15
  240,20240306,   76,   65,    0
  240,20240307,   58,   80,    0
  240,20240308,   57,   91,    0
  240,20240309,   84,   40,    0
  240,20240310,   88,    8,    0
  240,20240311,   72,    0,   97
  240,20240312,   86,   13,   40
  240,20240313,  112,    4,    8
  240,20240314,  124,   79,    0
  240,20240315,  126,   44,   18
  240,20240316,   74,   13,   17
  240,20240317,   98,    3,   55
  240,20240318,  106,   64,    0
  240,20240319,  117,   41,    0
  240,20240320,  112,   14,    0
  240,20240321,   91,    7,    0
  240,20240322,   95,    0,   18
  240,20240323,   67,   64,   37
  240,20240324,   68,   26,   57
  240,20240325,   74,   86,    0
  240,20240326,   86,   38,    3
  240,20240327,   98,   37,    0
  240,20240328,   90,   31,   20
  240,20240329,  107,   44,    3
  240,20240330,   84,    7,   68
  240,20240331,   97,   19,   31
  240,20240401,   98,   31,    0
  240,20240402,   98,   18,   15
  240,20240403,  111,   11,   48
  240,20240404,  118,   41,   44
  240,20240405,  133,   45,   30
  240,20240406,  174,   50,    0
  240,20240407,  151,   72,   13
  240,20240408,  151,   34,    4
  240,20240409,  111,   10,   21
  240,20240410,  117,   82,    0
  240,20240411,  132,    0,    6
  240,20240412,  156,   59,    0
  240,20240413,  166,   66,    0
  240,20240414,  107,   69,    0
  240,20240415,   85,   22,   54
  240,20240416,   80,   31,   55
  240,20240417,   60,   38,   35
  240,20240418,   73,   48,   28
  240,20240419,   85,   35,   77
  240,20240420,   73,   52,   15
  240,20240421,   66,   74,    5
  240,20240422,   62,   45,    2
  240,20240423,   59,   54,   12
  240,20240424,   63,   41,   17
  240,20240425,   65,   12,   48
  240,20240426,   79,   64,    8
  240,20240427,  116,   14,   27
  240,20240428,  121,   12,    0
  240,20240429,  131,   89,    0
  240,20240430,  160,   40,    0
  240,20240501,  186,   79,   16
  240,20240502,  171,   74,   25
  240,20240503,  113,    0,   29
  240,20240504,  117,   31,   56
  240,20240505,  126,   77,   33
  240,20240506,  146,   38,    0
  240,20240507,  141,   74,    0
  240,20240508,  123,    3,    0
